name,price,href,core_count,core_clock,boost_clock,micro_architecture,tdp,graphics,socket
Intel Xeon E5-2430V2,,https://pcpartpicker.com/product/7K8H99/intel-xeon-e5-2430v2-25ghz-6-core-processor-bx80634e52430v2,6,2.5,3,Ivy Bridge,80,,LGA1356
Intel Xeon E5-2440V2,,https://pcpartpicker.com/product/RD38TW/intel-xeon-e5-2440v2-19ghz-8-core-processor-bx80634e52440v2,8,1.9,2.4,Ivy Bridge,95,,LGA1151
Intel Xeon E3-1240 V6,,https://pcpartpicker.com/product/dWx9TW/intel-xeon-e3-1240-v6-37ghz-quad-core-processor-bx80677e31240v6,4,3.7,4.1,Kaby Lake,72,,LGA1151
Intel Xeon E3-1225 V6,349.95,https://pcpartpicker.com/product/XBwqqs/intel-xeon-e3-1225-v6-33ghz-quad-core-processor-bx80677e31225v6,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,LGA1151
Intel Xeon E3-1230 V6,449.95,https://pcpartpicker.com/product/pncMnQ/intel-xeon-e3-1230-v6-35ghz-quad-core-oemtray-processor-cm8067702870650,4,3.5,3.9,Kaby Lake,72,,LGA1151
Intel Xeon E3-1270 V6,,https://pcpartpicker.com/product/qJYWGX/intel-xeon-e3-1270-v6-38ghz-quad-core-processor-bx80677e31270v6,4,3.8,4.2,Kaby Lake,72,,LGA1151
Intel Xeon E3-1275 V6,,https://pcpartpicker.com/product/QncMnQ/intel-xeon-e3-1275-v6-38ghz-quad-core-processor-bx80677e31275v6,4,3.8,4.2,Kaby Lake,73,Intel HD Graphics P630,LGA1156
Intel Core i7-870S,,https://pcpartpicker.com/product/7Gkj4D/intel-core-i7-870s-267ghz-quad-core-processor-bx80605i7870s,4,2.667,,Nehalem,82,,LGA1151
Intel Celeron G4920,,https://pcpartpicker.com/product/VJm323/intel-celeron-g4920-32ghz-dual-core-oemtray-processor-cm8068403378011,2,3.2,,Coffee Lake,65,Intel UHD Graphics 610,LGA1151
Intel Pentium Gold G5600,,https://pcpartpicker.com/product/vsndnQ/intel-pentium-gold-g5600-39ghz-dual-core-processor-bx80684g5600,2,3.9,,Coffee Lake,54,Intel UHD Graphics 630,LGA1150
Intel Core i3-4360,,https://pcpartpicker.com/product/pNzkcf/intel-core-i3-4360-37ghz-dual-core-oemtray-processor-cm8064601482461,2,3.7,,Haswell Refresh,54,Intel HD Graphics 4600,LGA1151
Intel Core i3-9350K,,https://pcpartpicker.com/product/3ypmP6/intel-core-i3-9350k-4-ghz-quad-core-oemtray-processor-cm8068403376821,4,4,4.6,Coffee Lake Refresh,91,Intel HD Graphics 630,LGA1151
Intel Xeon E-2274G,,https://pcpartpicker.com/product/MZJmP6/intel-xeon-e-2274g-4-thz-quad-core-processor-bx80684e2274g,4,4,4.9,Coffee Lake Refresh,83,Intel HD Graphics P630,LGA1150
Intel Pentium G3420,,https://pcpartpicker.com/product/Rrvqqs/intel-pentium-g3420-32-ghz-dual-core-oemtray-processor-cm8064601482522,2,3.2,,Haswell,54,Intel HD Graphics,LGA1200
Intel Celeron G5925,,https://pcpartpicker.com/product/Z2Dkcf/intel-celeron-g5925-36-ghz-dual-core-oemtray-processor-cm8070104292013,2,3.6,,Comet Lake,58,Intel UHD Graphics 610,AM3
AMD Athlon II X2 245,,https://pcpartpicker.com/product/ynV48d/amd-cpu-adx245ocgqbox,2,2.9,,K10,65,,AM3
AMD Athlon II X2 250,,https://pcpartpicker.com/product/dhXfrH/amd-cpu-adx250ocgqbox,2,3,,K10,65,,LGA775
Intel Celeron 420,,https://pcpartpicker.com/product/Xwbp99/intel-cpu-bx80557420r,1,1.6,,Core,35,,AM3
AMD Athlon II X3 435,,https://pcpartpicker.com/product/qZmLrH/amd-cpu-adx435wfgibox,3,2.9,,K10,95,,AM3
AMD Athlon II X3 435,,https://pcpartpicker.com/product/Kt2kcf/amd-cpu-adx435wfgmbox,3,2.9,,K10,95,,AM3
AMD Athlon II X3 445,,https://pcpartpicker.com/product/96fp99/amd-cpu-adx445wfgmbox,3,3.1,,K10,95,,AM3
AMD Phenom II X2 550,,https://pcpartpicker.com/product/ms7wrH/amd-cpu-hdx550wfgmbox,2,3.1,,K10,80,,AM3
AMD Athlon II X4 630,,https://pcpartpicker.com/product/rF6BD3/amd-cpu-adx630wfgibox,4,2.8,,K10,95,,AM3
AMD Athlon II X4 635,,https://pcpartpicker.com/product/2yNp99/amd-cpu-adx635wfgibox,4,2.9,,K10,95,,AM3
AMD Phenom II X3 720,,https://pcpartpicker.com/product/jF6BD3/amd-cpu-hdx720wfgibox,3,2.8,,K10,95,,AM3
AMD Phenom II X4 910,,https://pcpartpicker.com/product/TyNp99/amd-cpu-hdx910wfgibox,4,2.6,,K10,95,,AM3
AMD Phenom II X4 925,,https://pcpartpicker.com/product/YjMFf7/amd-cpu-hdx925wfgibox,4,2.8,,K10,95,,AM3
AMD Phenom II X4 945,,https://pcpartpicker.com/product/nDvRsY/amd-cpu-hdx945wfgibox,4,3,,K10,125,,AM3
AMD Phenom II X4 945,,https://pcpartpicker.com/product/NCQypg/amd-cpu-hdx945wfgmbox,4,3,,K10,125,,AM3
AMD Athlon II X3 405e,,https://pcpartpicker.com/product/Pr8Zxr/amd-cpu-ad405ehdgmbox,3,2.3,,K10,45,,AM3
AMD Athlon II X4 600e,,https://pcpartpicker.com/product/vJdqqs/amd-cpu-ad600ehdgibox,4,2.2,,K10,45,,AM3
AMD Phenom II X3 705e,,https://pcpartpicker.com/product/HyNp99/amd-cpu-hd705eocgibox,3,2.5,,K10,65,,LGA775
Intel Celeron E1600,,https://pcpartpicker.com/product/rkZQzy/intel-cpu-hh80557pg056d,2,2.4,,Core,65,,LGA775
Intel Pentium E2160,,https://pcpartpicker.com/product/z3JwrH/intel-cpu-hh80557pg0331m,2,1.8,,Core,65,,LGA775
Intel Pentium E2180,,https://pcpartpicker.com/product/ZMH323/intel-cpu-hh80557pg0411m,2,2,,Core,65,,LGA775
Intel Celeron E3300,,https://pcpartpicker.com/product/G8ckcf/intel-cpu-at80571rg0601ml,2,2.5,,Wolfdale,65,,LGA775
Intel Pentium E5400,,https://pcpartpicker.com/product/g6fp99/intel-cpu-at80571pg0682m,2,2.7,,Wolfdale,65,,LGA775
Intel Pentium E5400,,https://pcpartpicker.com/product/qvGkcf/intel-cpu-at80571pg0682ml,2,2.7,,Wolfdale,65,,LGA775
Intel Pentium E6500,,https://pcpartpicker.com/product/kYZQzy/intel-cpu-at80571ph0772ml,2,2.93,,Wolfdale,65,,LGA775
Intel Core 2 Duo E6540,,https://pcpartpicker.com/product/2PkD4D/intel-cpu-hh80557pj0534m,2,2.33,,Core,65,,LGA775
Intel Core 2 Duo E6550,,https://pcpartpicker.com/product/b3JwrH/intel-cpu-bx80557e6550,2,2.33,,Core,65,,LGA775
Intel Core 2 Duo E6550,,https://pcpartpicker.com/product/WkZQzy/intel-cpu-bx80557e6550r,2,2.33,,Core,65,,LGA775
Intel Pentium E6600,,https://pcpartpicker.com/product/jTfp99/intel-cpu-at80571ph0832ml,2,3.06,,Wolfdale,65,,LGA775
Intel Core 2 Duo E6850,,https://pcpartpicker.com/product/nzrG3C/intel-cpu-bx80557e6850,2,3,,Core,65,,LGA775
Intel Core 2 Duo E7200,,https://pcpartpicker.com/product/GQQypg/intel-cpu-eu80571ph0613m,2,2.53,,Wolfdale,65,,LGA775
Intel Core 2 Duo E7300,,https://pcpartpicker.com/product/wWsKHx/intel-cpu-eu80571ph0673m,2,2.66,,Wolfdale,65,,LGA775
Intel Core 2 Duo E7400,,https://pcpartpicker.com/product/CTfp99/intel-cpu-at80571ph0723ml,2,2.8,,Wolfdale,65,,LGA775
Intel Core 2 Duo E7500,,https://pcpartpicker.com/product/yhXfrH/intel-cpu-at80571ph0773ml,2,2.93,,Wolfdale,65,,LGA775
Intel Core 2 Duo E8190,,https://pcpartpicker.com/product/vr8Zxr/intel-cpu-eu80570pj0676mn,2,2.66,,Wolfdale,65,,LGA775
Intel Core 2 Duo E8200,,https://pcpartpicker.com/product/hfLypg/intel-cpu-bx80570e8200a,2,2.66,,Wolfdale,65,,LGA775
Intel Core 2 Duo E8200,,https://pcpartpicker.com/product/HcsKHx/intel-cpu-eu80570pj0676m,2,2.66,,Wolfdale,65,,LGA775
Intel Core 2 Duo E8500,,https://pcpartpicker.com/product/QkZQzy/intel-cpu-at80570pj0876m,2,3.16,,Wolfdale,65,,LGA775
Intel Core 2 Duo E8500,,https://pcpartpicker.com/product/37bp99/intel-cpu-bx80570e8500a,2,3.16,,Wolfdale,65,,LGA775
Intel Core 2 Duo E8500,,https://pcpartpicker.com/product/R7bp99/intel-cpu-eu80570pj0876m,2,3.16,,Wolfdale,65,,LGA1156
Intel Core i5-655K,,https://pcpartpicker.com/product/ZNV48d/intel-cpu-bx80616i5655k,2,3.2,,Westmere,73,Intel HD Graphics,LGA1156
Intel Core i5-750S,,https://pcpartpicker.com/product/c8ckcf/intel-cpu-bv80605003213ah,4,2.4,,Nehalem,82,,LGA1366
Intel Core i7-965 Extreme Edition,,https://pcpartpicker.com/product/7t2kcf/intel-cpu-at80601000918aa,4,3.2,,Nehalem,130,,LGA775
Intel Core 2 Quad Q8200S,,https://pcpartpicker.com/product/TGFPxr/intel-cpu-bx80580q8200s,4,2.33,,Yorkfield,65,,LGA775
Intel Core 2 Quad Q8300,,https://pcpartpicker.com/product/YvGkcf/intel-cpu-at80580pj0604mn,4,2.5,,Yorkfield,95,,LGA775
Intel Core 2 Quad Q8400S,,https://pcpartpicker.com/product/N8ckcf/intel-cpu-at80580aj0674ml,4,2.66,,Yorkfield,65,,LGA775
Intel Core 2 Quad Q8400S,,https://pcpartpicker.com/product/L8ckcf/intel-cpu-bx80580q8400s,4,2.66,,Yorkfield,65,,LGA775
Intel Core 2 Quad Q9400S,,https://pcpartpicker.com/product/c9H323/intel-cpu-bx80580q9400s,4,2.66,,Yorkfield,65,,LGA775
Intel Core 2 Quad Q9450,,https://pcpartpicker.com/product/y6fp99/intel-cpu-eu80569pj067n,4,2.66,,Yorkfield,95,,LGA775
Intel Core 2 Quad Q9505,,https://pcpartpicker.com/product/dyNp99/intel-cpu-at80580pj0736mg,4,2.83,,Yorkfield,95,,LGA775
Intel Core 2 Extreme QX6850,,https://pcpartpicker.com/product/7KTmP6/intel-cpu-hh80562xj0808m,4,3,,Core,130,,LGA775
Intel Core 2 Extreme QX9650,,https://pcpartpicker.com/product/mbYXsY/intel-cpu-eu80569xj080nl,4,3,,Yorkfield,130,,LGA775
Intel Core 2 Extreme QX9770,,https://pcpartpicker.com/product/x7bp99/intel-cpu-eu80569xl088nl,4,3.2,,Yorkfield,136,,AM3
AMD Athlon II X2 255,,https://pcpartpicker.com/product/mCXfrH/amd-cpu-adx255ocgmbox,2,3.1,,K10,65,,AM3
AMD Athlon II X2 265,,https://pcpartpicker.com/product/4dV48d/amd-cpu-adx265ocgmbox,2,3.2,,K10,65,,AM3
AMD Athlon II X3 425,,https://pcpartpicker.com/product/XXQypg/amd-cpu-adx425wfk32gi,3,2.7,,K10,95,,AM3
AMD Phenom II X2 560 Black,,https://pcpartpicker.com/product/Y6zv6h/amd-cpu-hdz560wfgmbox,2,3.3,,K10,80,,AM3
AMD Phenom II X2 565 Black,,https://pcpartpicker.com/product/TVK7YJ/amd-cpu-hdz565wfgmbox,2,3.4,,K10,80,,AM3
AMD Phenom II X4 975,,https://pcpartpicker.com/product/jYFPxr/amd-cpu-hdz975fbgmbox,4,3.6,,K10,125,,AM3
AMD Phenom II X4 955,,https://pcpartpicker.com/product/FJ4gXL/amd-cpu-hdx955fbk4dgi,4,3.2,,K10,125,,AM3
AMD Phenom II X4 960T Black,,https://pcpartpicker.com/product/9jV48d/amd-cpu-hd96ztwfk4dgr,4,3,,K10,95,,AM3
AMD Athlon II X4 630,,https://pcpartpicker.com/product/kqZQzy/amd-cpu-adx630wfgmbox,4,2.8,,K10,95,,AM3
AMD Phenom II X4 925,,https://pcpartpicker.com/product/mzV48d/amd-cpu-hdx925wfk4dgm,4,2.8,,K10,95,,LGA1155
Intel Pentium G620T,,https://pcpartpicker.com/product/czV48d/intel-cpu-bx80623g620t,2,2.2,,Sandy Bridge,35,Intel HD Graphics,LGA1155
Intel Core i5-2405S,,https://pcpartpicker.com/product/DVvRsY/intel-cpu-bx80623i52405s,4,2.5,,Sandy Bridge,65,Intel HD Graphics 3000,AM3
AMD Athlon II X4 645,,https://pcpartpicker.com/product/4fbp99/amd-cpu-adx645wfk42gm,4,3.1,,K10,95,,AM3
AMD Phenom II X4 970,,https://pcpartpicker.com/product/LFV48d/amd-cpu-hdz970fbk4dgm,4,3.5,,K10,125,,AM3
AMD Phenom II X4 980 Black,,https://pcpartpicker.com/product/Nxzv6h/amd-cpu-hdz980fbk4dgm,4,3.7,,K10,125,,FM1
AMD A6-3650,,https://pcpartpicker.com/product/Ns2kcf/amd-cpu-ad3650wnz43gx,4,2.6,,Lynx,100,Radeon HD 6530D,AM3
AMD Athlon II X2 260,,https://pcpartpicker.com/product/XDLypg/amd-cpu-adx260ock23gm,2,3.2,,K10,65,,LGA1155
Intel Pentium G870,77,https://pcpartpicker.com/product/PFjG3C/intel-cpu-bx80623g870,2,3.1,,Sandy Bridge,65,Intel HD Graphics,LGA1155
Intel Xeon E3-1225,,https://pcpartpicker.com/product/mhbp99/intel-cpu-bx80623e31225,4,3.1,,Sandy Bridge,95,Intel HD Graphics,LGA1155
Intel Xeon E3-1270,,https://pcpartpicker.com/product/Btzv6h/intel-cpu-bx80623e31270,4,3.4,,Sandy Bridge,80,,LGA1155
Intel Pentium G2130,,https://pcpartpicker.com/product/3C7wrH/intel-cpu-bx80637g2130,2,3.2,,Ivy Bridge,55,Intel HD Graphics,FM2
AMD A6-6420K,,https://pcpartpicker.com/product/tvH323/amd-cpu-ad642koka23hl,2,4,4.2,Piledriver,65,Radeon HD 8000 Series,FM2
AMD A4-4020,,https://pcpartpicker.com/product/JJsKHx/amd-cpu-ad4020okhlbox,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,AM1
AMD 5150,,https://pcpartpicker.com/product/7Zg323/amd-cpu-ad5150jah44hm,4,1.6,,Jaguar,25,Radeon HD 8400,AM1
AMD 5350,,https://pcpartpicker.com/product/9FFPxr/amd-cpu-ad5350jah44hm,4,2.05,,Jaguar,25,Radeon HD 8400,LGA1150
Intel Core i3-4350,,https://pcpartpicker.com/product/HTdqqs/intel-cpu-bx80646i34350,2,3.6,,Haswell Refresh,54,Intel HD Graphics 4600,LGA1150
Intel Pentium G3258,,https://pcpartpicker.com/product/4XCwrH/intel-cpu-cm8064601482573,2,3.2,,Haswell Refresh,53,Intel HD Graphics,FM1
AMD Sempron X2 198,,https://pcpartpicker.com/product/2xh9TW/amd-cpu-sd198xojz22gx,2,2.5,,Lynx,65,,FM1
AMD Sempron X2 198,,https://pcpartpicker.com/product/wYphP6/amd-cpu-sd198xojgxbox,2,2.5,,Lynx,65,,AM3
AMD Sempron X2 190,,https://pcpartpicker.com/product/kfK7YJ/amd-cpu-sdx190hdk22gm,2,2.5,,K10,45,,FM2+
AMD A10-7800,,https://pcpartpicker.com/product/JwMFf7/amd-cpu-ad7800ybi44ja,4,3.5,3.9,Steamroller,65,Radeon R7 (on-die),FM2
AMD A10-6700T,,https://pcpartpicker.com/product/H3fp99/amd-cpu-ad670tyha44hl,4,2.5,3.5,Piledriver,45,Radeon HD 8650D,FM1
AMD A4-3300,,https://pcpartpicker.com/product/2r9KHx/amd-a4-3300-25-ghz-dual-core-oemtray-processor-ad3300ojz22gx,2,2.5,,Lynx,65,Radeon HD 6410D,FM1
AMD A4-3300,,https://pcpartpicker.com/product/rcQypg/amd-cpu-ad3300ojz22hx,2,2.5,,Lynx,65,Radeon HD 6410D,FM1
AMD A4-3400,,https://pcpartpicker.com/product/kwMFf7/amd-cpu-ad3400ojz22gx,2,2.7,,Lynx,65,Radeon HD 6410D,FM1
AMD A4-3400,,https://pcpartpicker.com/product/x9xfrH/amd-cpu-ad3400ojz22hx,2,2.7,,Lynx,65,Radeon HD 6410D,FM2
AMD A4-6300,,https://pcpartpicker.com/product/RFw323/amd-cpu-ad6300oka23hl,2,3.7,3.9,Piledriver,65,Radeon HD 8370D,FM2
AMD A4-5300,,https://pcpartpicker.com/product/98h9TW/amd-cpu-ad5300oka23hj,2,3.4,,Piledriver,65,Radeon HD 7480D,FM1
AMD A4-3420,,https://pcpartpicker.com/product/8HV48d/amd-cpu-ad3420ojz22hx,2,2.8,,Lynx,65,Radeon HD 6410D,FM2+
AMD A6-7400K,,https://pcpartpicker.com/product/bkkD4D/amd-cpu-ad740kybi23ja,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),AM3+
AMD FX-4170,,https://pcpartpicker.com/product/YWMFf7/amd-cpu-fd4170frw4kgu,4,4.2,,Bulldozer,125,,AM3+
AMD FX-6350,,https://pcpartpicker.com/product/DzmLrH/amd-cpu-fd6350frw6khk,6,3.9,,Piledriver,125,,FM1
AMD Athlon II X4 651,,https://pcpartpicker.com/product/44XfrH/amd-cpu-ad651xwngxbox,4,3,,Lynx,100,,FM1
AMD Athlon II X4 651,,https://pcpartpicker.com/product/fhsKHx/amd-cpu-ad651xwnz43gx,4,3,,Lynx,100,,FM1
AMD Athlon II X4 638,,https://pcpartpicker.com/product/ndNp99/amd-cpu-ad638xojz43gx,4,2.7,,Lynx,65,,FM1
AMD E2-3200,,https://pcpartpicker.com/product/L4XfrH/amd-cpu-ed3200ojz22gx,2,2.4,,Lynx,65,Radeon HD 6370D,FM2
AMD Athlon X2 370K,,https://pcpartpicker.com/product/MwMFf7/amd-cpu-ad370koka23hl,2,4.2,,Piledriver,65,,LGA1150
Intel Core i3-4360T,,https://pcpartpicker.com/product/HqYXsY/intel-cpu-cm8064601481958,2,3.2,,Haswell Refresh,35,Intel HD Graphics 4600,LGA1150
Intel Core i3-4370,,https://pcpartpicker.com/product/pQjG3C/intel-cpu-cm8064601482462,2,3.8,,Haswell Refresh,54,Intel HD Graphics 4600,AM3+
AMD FX-8320E,,https://pcpartpicker.com/product/NscMnQ/amd-cpu-fd832ewmw8khk,8,3.2,4,Piledriver,95,,AM1
AMD Athlon X4 550,,https://pcpartpicker.com/product/y9Trxr/amd-cpu-ad550xjah44hm,4,2.2,,Jaguar,25,,FM2
AMD Sempron X2 250,,https://pcpartpicker.com/product/YttWGX/amd-cpu-sd250xoka23hl,2,3.2,3.6,Piledriver,65,,AM3
AMD Phenom II X4 B99,,https://pcpartpicker.com/product/fttWGX/amd-cpu-hdxb99wfk4dgm,4,3.3,,K10,95,,LGA1150
Intel Pentium G3250,,https://pcpartpicker.com/product/NTwqqs/intel-cpu-cm8064601562019,2,3.2,,Haswell Refresh,53,Intel HD Graphics,LGA1150
Intel Pentium G3460,,https://pcpartpicker.com/product/wFfmP6/intel-cpu-cm8064601482508,2,3.5,,Haswell Refresh,53,Intel HD Graphics,LGA2011-3
Intel Xeon E5-2687W V3,,https://pcpartpicker.com/product/qgX2FT/intel-cpu-cm8064401613502,10,3.1,3.5,Haswell,160,,AM3
AMD Phenom II X6 1065T,,https://pcpartpicker.com/product/tLkwrH/amd-cpu-hdt65twfk6dgr,6,2.7,,K10,95,,FM2+
AMD A8-7670K,,https://pcpartpicker.com/product/WPnG3C/amd-cpu-ad767kxbjcbox,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),LGA1151
Intel Core i3-6320,,https://pcpartpicker.com/product/qTCrxr/intel-cpu-cm8066201926904,2,3.9,,Skylake,51,Intel HD Graphics 530,LGA1151
Intel Core i3-6300,,https://pcpartpicker.com/product/tPnG3C/intel-cpu-cm8066201926905,2,3.8,,Skylake,51,Intel HD Graphics 530,LGA1151
Intel Core i3-6300T,,https://pcpartpicker.com/product/HdmxFT/intel-cpu-cm8066201927004,2,3.3,,Skylake,35,Intel HD Graphics 530,LGA1151
Intel Pentium G4500,,https://pcpartpicker.com/product/BNqbt6/intel-cpu-cm8066201927319,2,3.5,,Skylake,51,Intel HD Graphics 530,LGA1151
Intel Xeon E3-1225 V5,,https://pcpartpicker.com/product/Yj2rxr/intel-cpu-bx80662e31225v5,4,3.3,3.7,Skylake,80,Intel HD Graphics P530,LGA1151
Intel Xeon E3-1275 V5,,https://pcpartpicker.com/product/f68H99/intel-cpu-cm8066201934909,4,3.6,4,Skylake,80,Intel HD Graphics P530,LGA1151
Intel Xeon E3-1245 V5,399,https://pcpartpicker.com/product/LhtWGX/intel-cpu-cm8066201934913,4,3.5,3.9,Skylake,80,Intel HD Graphics P530,LGA2011-3
Intel Core i7-6850K,,https://pcpartpicker.com/product/fY98TW/intel-cpu-bxc80671i76850k,6,3.6,3.8,Broadwell,140,,LGA2011-3
Intel Core i7-6950X,,https://pcpartpicker.com/product/wGL7YJ/intel-cpu-bxc80671i76950x,10,3,3.5,Broadwell,140,,LGA1151
Intel Core i3-7320,,https://pcpartpicker.com/product/hpWrxr/intel-core-i3-7320-41ghz-dual-core-oemtray-processor-cm8067703014425,2,4.1,,Kaby Lake,51,Intel HD Graphics 630,LGA1151
Intel Core i3-7100T,,https://pcpartpicker.com/product/KbZ2FT/intel-core-i3-7100t-34ghz-dual-core-processor-bxc80677i37100t,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,AM4
AMD A6-9550,,https://pcpartpicker.com/product/BpZ2FT/amd-a6-9550-38ghz-dual-core-oemtray-processor-ad9550agm23ab,2,3.8,4,Excavator,65,Radeon R5 (on die),AM4
AMD A6-9550,,https://pcpartpicker.com/product/TTdFf7/amd-a6-9550-38ghz-dual-core-processor-ad9550agabbox,2,3.8,4,Excavator,65,Radeon R5 (on die),AM4
AMD Athlon X4 940,,https://pcpartpicker.com/product/YCs8TW/amd-athlon-x4-940-32ghz-quad-core-processor-ad940xagabbox,4,3.2,3.6,Excavator,65,,LGA1156
Intel Core i7-870S,,https://pcpartpicker.com/product/92kj4D/intel-core-i7-870s-267ghz-quad-core-oemtray-processor-bv80605004494ab,4,2.667,,Nehalem,82,,LGA2066
Intel Core i9-7940X,,https://pcpartpicker.com/product/8rc48d/intel-core-i9-7940x-31ghz-14-core-oemtray-processor-cd8067303734701,14,3.1,4.4,Skylake,165,,LGA2011
Intel Xeon E5-2660,,https://pcpartpicker.com/product/PZbwrH/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-sr0gz,8,2.2,3,Sandy Bridge,95,,LGA2011
Intel Xeon E5-2620,139.94,https://pcpartpicker.com/product/vXw7YJ/intel-xeon-e5-2620-2-ghz-6-core-oemtray-processor-sr0kw,6,2,,Sandy Bridge,95,,LGA1151
Intel Xeon E-2134,,https://pcpartpicker.com/product/fHGnTW/intel-xeon-e-2134-35-thz-quad-core-oemtray-processor-cm8068403654319,4,3.5,4.5,Coffee Lake,71,,LGA1151
Intel Xeon E-2244G,,https://pcpartpicker.com/product/NQPgXL/intel-xeon-e-2244g-38-thz-quad-core-oemtray-processor-cm8068404175105,4,3.8,4.8,Coffee Lake Refresh,71,Intel HD Graphics P630,LGA1151
Intel Xeon E-2124,,https://pcpartpicker.com/product/2kQG3C/intel-xeon-e-2124-33-thz-quad-core-oemtray-processor-cm8068403654414,4,3.3,4.3,Coffee Lake,71,,LGA1150
Intel Pentium G3240,,https://pcpartpicker.com/product/VxH8TW/intel-pentium-g3240-31-ghz-dual-core-oemtray-processor-cm8064601562018,2,3.1,,Haswell Refresh,53,Intel HD Graphics,LGA1200
Intel Celeron G5905T,,https://pcpartpicker.com/product/YWsnTW/intel-celeron-g5905t-33-ghz-dual-core-oemtray-processor-cm8070104292213,2,3.3,,Comet Lake,35,Intel UHD Graphics 610,LGA1200
Intel Pentium Gold G6600,,https://pcpartpicker.com/product/sX9tt6/intel-pentium-gold-g6600-42-ghz-dual-core-oemtray-processor-cm8070104291510,2,4.2,,Comet Lake,58,Intel UHD Graphics 630,AM3
AMD Athlon II X2 255,,https://pcpartpicker.com/product/PpvRsY/amd-cpu-adx255ocgqbox,2,3.1,,K10,65,,AM3
AMD Athlon II X2 260,,https://pcpartpicker.com/product/J3JwrH/amd-cpu-adx260ocgmbox,2,3.2,,K10,65,,AM3
AMD Athlon II X3 440,,https://pcpartpicker.com/product/F2DwrH/amd-cpu-adx440wfgmbox,3,3,,K10,95,,AM3
AMD Phenom II X2 545,,https://pcpartpicker.com/product/VpvRsY/amd-cpu-hdx545wfgibox,2,3,,K10,80,,AM3
AMD Phenom II X3 710,,https://pcpartpicker.com/product/6HFPxr/amd-cpu-hdx710wfgibox,3,2.6,,K10,95,,AM3
AMD Athlon II X3 405e,,https://pcpartpicker.com/product/dRtCmG/amd-cpu-ad405ehdgibox,3,2.3,,K10,45,,AM3
AMD Athlon II X3 415e,,https://pcpartpicker.com/product/Jr8Zxr/amd-cpu-ad415ehdgmbox,3,2.5,,K10,45,,AM3
AMD Athlon II X4 605e,,https://pcpartpicker.com/product/XcsKHx/amd-cpu-ad605ehdgibox,4,2.3,,K10,45,,AM3
AMD Phenom II X3 720 Black,,https://pcpartpicker.com/product/pcsKHx/amd-cpu-hdz720wfgibox,3,2.8,,K10,95,,AM2+
AMD Phenom II X4 940 Black,,https://pcpartpicker.com/product/Kr8Zxr/amd-cpu-hdz940xcgibox,4,3,,K10,125,,AM3
AMD Phenom II X4 955 Black,,https://pcpartpicker.com/product/QJdqqs/amd-cpu-hdz955fbgibox,4,3.2,,K10,125,,LGA775
Intel Pentium E5500,,https://pcpartpicker.com/product/Q4TmP6/intel-cpu-at80571pg0722ml,2,2.8,,Wolfdale,65,,LGA775
Intel Pentium E6300,,https://pcpartpicker.com/product/3PkD4D/intel-cpu-bx80571e6300,2,2.8,,Wolfdale,65,,LGA775
Intel Core 2 Duo E7400,,https://pcpartpicker.com/product/DYZQzy/intel-cpu-at80571ph0723m,2,2.8,,Wolfdale,65,,LGA775
Intel Core 2 Duo E7500,,https://pcpartpicker.com/product/sTfp99/intel-cpu-at80571ph0773m,2,2.93,,Wolfdale,65,,LGA1156
Intel Core i7-860S,,https://pcpartpicker.com/product/PZmLrH/intel-cpu-bv80605003210ad,4,2.53,,Nehalem,82,,LGA1366
Intel Core i7-940,,https://pcpartpicker.com/product/KvGkcf/intel-cpu-at80601000921aa,4,2.93,,Nehalem,130,,LGA775
Intel Core 2 Quad Q6700,,https://pcpartpicker.com/product/Wgfp99/intel-cpu-hh80562ph0678mk,4,2.66,,Core,100,,LGA775
Intel Core 2 Quad Q8200,,https://pcpartpicker.com/product/6GFPxr/intel-cpu-at80580pj0534mn,4,2.33,,Yorkfield,95,,LGA775
Intel Core 2 Quad Q8200,,https://pcpartpicker.com/product/zJdqqs/intel-cpu-eu80580pj0534mn,4,2.33,,Yorkfield,95,,LGA775
Intel Core 2 Quad Q8200S,,https://pcpartpicker.com/product/BX7wrH/intel-cpu-at80580aj0534mn,4,2.33,,Yorkfield,65,,LGA775
Intel Core 2 Quad Q8300,,https://pcpartpicker.com/product/4HFPxr/intel-cpu-bx80580q8300,4,2.5,,Yorkfield,95,,LGA775
Intel Core 2 Quad Q9400S,,https://pcpartpicker.com/product/C7bp99/intel-cpu-at80580aj0676m,4,2.66,,Yorkfield,65,,LGA775
Intel Core 2 Quad Q9505S,,https://pcpartpicker.com/product/JJdqqs/intel-cpu-at80580aj0736mg,4,2.83,,Yorkfield,65,,LGA775
Intel Core 2 Quad Q9550,,https://pcpartpicker.com/product/vBR48d/intel-cpu-at80569pj073n,4,2.83,,Yorkfield,95,,LGA775
Intel Core 2 Quad Q9550S,,https://pcpartpicker.com/product/HPkD4D/intel-cpu-at80569aj073n,4,2.83,,Yorkfield,65,,LGA775
Intel Core 2 Extreme QX6700,,https://pcpartpicker.com/product/KzrG3C/intel-cpu-hh80562ph0678m,4,2.66,,Core,100,,LGA775
